id,category,role,audience,format,lens,context,prompt
4667,品牌,品牌策略师,资深从业者,演讲稿,用户体验,需要复盘,任务编号 P4667。请扮演品牌策略师。围绕“品牌场景067-需要复盘”中的命名、故事、识别任务，面向资深从业者，建立评估打分表。请用演讲稿输出，并从“用户体验”角度做重点判断。要求：输出可直接复制使用；保持中立客观；最后给出3条可立即执行的下一步。
4668,品牌,品牌策略师,自由职业者,编号清单,学习曲线,时间紧迫,任务编号 P4668。请扮演品牌策略师。围绕“品牌场景068-时间紧迫”中的命名、故事、识别任务，面向自由职业者，提出自动化改造思路。请用编号清单输出，并从“学习曲线”角度做重点判断。要求：保持中立客观；适合在一天内开始执行；最后给出3条可立即执行的下一步。
4669,品牌,品牌策略师,设计团队,对话脚本,效率,成熟企业,任务编号 P4669。请扮演品牌策略师。围绕“品牌场景069-成熟企业”中的命名、故事、识别任务，面向设计团队，设计用户调研问题。请用对话脚本输出，并从“效率”角度做重点判断。要求：先给结论再解释；必要时提出澄清问题；最后给出3条可立即执行的下一步。
4670,品牌,品牌策略师,投资人,FAQ,风险,需要降本,任务编号 P4670。请扮演品牌策略师。围绕“品牌场景070-需要降本”中的命名、故事、识别任务，面向投资人，模拟用户反馈并归纳模式。请用FAQ输出，并从“风险”角度做重点判断。要求：包含失败预案；输出可直接复制使用；最后给出3条可立即执行的下一步。
4671,品牌,品牌策略师,海外用户,演讲稿,增长,流程混乱,任务编号 P4671。请扮演品牌策略师。围绕“品牌场景071-流程混乱”中的命名、故事、识别任务，面向海外用户，生成故障排查路径。请用演讲稿输出，并从“增长”角度做重点判断。要求：用中文输出；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
4672,品牌,品牌策略师,专家评审,编号清单,短期落地,数据不足,任务编号 P4672。请扮演品牌策略师。围绕“品牌场景072-数据不足”中的命名、故事、识别任务，面向专家评审，把目标拆成里程碑。请用编号清单输出，并从“短期落地”角度做重点判断。要求：标注假设和不确定性；按影响力排序；最后给出3条可立即执行的下一步。
4673,品牌,品牌策略师,大学生,对话脚本,成本,公开发布,任务编号 P4673。请扮演品牌策略师。围绕“品牌场景073-公开发布”中的命名、故事、识别任务，面向大学生，提出可复用命名规范。请用对话脚本输出，并从“成本”角度做重点判断。要求：按影响力排序；包含可执行下一步；最后给出3条可立即执行的下一步。
4674,品牌,品牌策略师,管理层,FAQ,可维护性,多方协作,任务编号 P4674。请扮演品牌策略师。围绕“品牌场景074-多方协作”中的命名、故事、识别任务，面向管理层，创建风险登记册。请用FAQ输出，并从“可维护性”角度做重点判断。要求：必要时提出澄清问题；包含衡量标准；最后给出3条可立即执行的下一步。
4675,品牌,品牌策略师,内容创作者,演讲稿,长期价值,预算有限,任务编号 P4675。请扮演品牌策略师。围绕“品牌场景075-预算有限”中的命名、故事、识别任务，面向内容创作者，制定一份可执行方案。请用演讲稿输出，并从“长期价值”角度做重点判断。要求：给出至少一个反例；标注假设和不确定性；最后给出3条可立即执行的下一步。
4676,品牌,品牌策略师,销售团队,编号清单,质量,初创团队,任务编号 P4676。请扮演品牌策略师。围绕“品牌场景076-初创团队”中的命名、故事、识别任务，面向销售团队，列出关键问题并给出优先级。请用编号清单输出，并从“质量”角度做重点判断。要求：按难易度排序；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
4677,品牌,品牌策略师,教师,对话脚本,用户体验,需要扩张,任务编号 P4677。请扮演品牌策略师。围绕“品牌场景077-需要扩张”中的命名、故事、识别任务，面向教师，生成三种风格完全不同的版本。请用对话脚本输出，并从“用户体验”角度做重点判断。要求：避免虚构事实；避免专业黑话；最后给出3条可立即执行的下一步。
4678,品牌,品牌策略师,本地用户,FAQ,学习曲线,新市场验证,任务编号 P4678。请扮演品牌策略师。围绕“品牌场景078-新市场验证”中的命名、故事、识别任务，面向本地用户，把复杂内容改写成新手也能懂的说明。请用FAQ输出，并从“学习曲线”角度做重点判断。要求：避免专业黑话；用中文输出；最后给出3条可立即执行的下一步。
4679,品牌,品牌策略师,创始人,演讲稿,效率,竞品压力,任务编号 P4679。请扮演品牌策略师。围绕“品牌场景079-竞品压力”中的命名、故事、识别任务，面向创始人，设计一个从零到一的工作流。请用演讲稿输出，并从“效率”角度做重点判断。要求：包含衡量标准；兼顾成本和效果；最后给出3条可立即执行的下一步。
4680,品牌,品牌策略师,新手用户,编号清单,风险,准备上线,任务编号 P4680。请扮演品牌策略师。围绕“品牌场景080-准备上线”中的命名、故事、识别任务，面向新手用户，创建检查清单并标注常见坑。请用编号清单输出，并从“风险”角度做重点判断。要求：提供简短版本和完整版本；避免虚构事实；最后给出3条可立即执行的下一步。
4681,品牌,品牌策略师,一线执行团队,对话脚本,增长,高不确定性,任务编号 P4681。请扮演品牌策略师。围绕“品牌场景081-高不确定性”中的命名、故事、识别任务，面向一线执行团队，模拟专家评审并指出改进点。请用对话脚本输出，并从“增长”角度做重点判断。要求：适合在一天内开始执行；包含失败预案；最后给出3条可立即执行的下一步。
4682,品牌,品牌策略师,开发团队,FAQ,短期落地,远程协作,任务编号 P4682。请扮演品牌策略师。围绕“品牌场景082-远程协作”中的命名、故事、识别任务，面向开发团队，根据目标用户重写表达。请用FAQ输出，并从“短期落地”角度做重点判断。要求：给出示例输入输出；语言简洁，不说空话；最后给出3条可立即执行的下一步。
4683,品牌,品牌策略师,客服团队,演讲稿,成本,个人项目,任务编号 P4683。请扮演品牌策略师。围绕“品牌场景083-个人项目”中的命名、故事、识别任务，面向客服团队，提炼核心洞察并给出行动建议。请用演讲稿输出，并从“成本”角度做重点判断。要求：语言简洁，不说空话；按难易度排序；最后给出3条可立即执行的下一步。
4684,品牌,品牌策略师,家长,编号清单,可维护性,质量波动,任务编号 P4684。请扮演品牌策略师。围绕“品牌场景084-质量波动”中的命名、故事、识别任务，面向家长，设计一套可量化指标。请用编号清单输出，并从“可维护性”角度做重点判断。要求：兼顾成本和效果；先给结论再解释；最后给出3条可立即执行的下一步。
4685,品牌,品牌策略师,非技术读者,对话脚本,长期价值,用户流失,任务编号 P4685。请扮演品牌策略师。围绕“品牌场景085-用户流失”中的命名、故事、识别任务，面向非技术读者，把零散想法整理成结构化大纲。请用对话脚本输出，并从“长期价值”角度做重点判断。要求：指出最容易忽略的细节；给出示例输入输出；最后给出3条可立即执行的下一步。
4686,品牌,品牌策略师,中小企业主,FAQ,质量,内部培训,任务编号 P4686。请扮演品牌策略师。围绕“品牌场景086-内部培训”中的命名、故事、识别任务，面向中小企业主，生成可直接使用的模板。请用FAQ输出，并从“质量”角度做重点判断。要求：包含可执行下一步；给出至少一个反例；最后给出3条可立即执行的下一步。
4687,品牌,品牌策略师,资深从业者,演讲稿,用户体验,需要复盘,任务编号 P4687。请扮演品牌策略师。围绕“品牌场景087-需要复盘”中的命名、故事、识别任务，面向资深从业者，做一次反向推理找出隐藏风险。请用演讲稿输出，并从“用户体验”角度做重点判断。要求：输出可直接复制使用；保持中立客观；最后给出3条可立即执行的下一步。
4688,品牌,品牌策略师,自由职业者,编号清单,学习曲线,时间紧迫,任务编号 P4688。请扮演品牌策略师。围绕“品牌场景088-时间紧迫”中的命名、故事、识别任务，面向自由职业者，给出低成本试验方案。请用编号清单输出，并从“学习曲线”角度做重点判断。要求：保持中立客观；适合在一天内开始执行；最后给出3条可立即执行的下一步。
4689,品牌,品牌策略师,设计团队,对话脚本,效率,成熟企业,任务编号 P4689。请扮演品牌策略师。围绕“品牌场景089-成熟企业”中的命名、故事、识别任务，面向设计团队，创建对比表并推荐选择。请用对话脚本输出，并从“效率”角度做重点判断。要求：先给结论再解释；必要时提出澄清问题；最后给出3条可立即执行的下一步。
4690,品牌,品牌策略师,投资人,FAQ,风险,需要降本,任务编号 P4690。请扮演品牌策略师。围绕“品牌场景090-需要降本”中的命名、故事、识别任务，面向投资人，把长内容压缩成高密度摘要。请用FAQ输出，并从“风险”角度做重点判断。要求：包含失败预案；输出可直接复制使用；最后给出3条可立即执行的下一步。
4691,品牌,品牌策略师,海外用户,演讲稿,增长,流程混乱,任务编号 P4691。请扮演品牌策略师。围绕“品牌场景091-流程混乱”中的命名、故事、识别任务，面向海外用户，提出10个创新方向并排序。请用演讲稿输出，并从“增长”角度做重点判断。要求：用中文输出；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
4692,品牌,品牌策略师,专家评审,编号清单,短期落地,数据不足,任务编号 P4692。请扮演品牌策略师。围绕“品牌场景092-数据不足”中的命名、故事、识别任务，面向专家评审，设计30天训练计划。请用编号清单输出，并从“短期落地”角度做重点判断。要求：标注假设和不确定性；按影响力排序；最后给出3条可立即执行的下一步。
4693,品牌,品牌策略师,大学生,对话脚本,成本,公开发布,任务编号 P4693。请扮演品牌策略师。围绕“品牌场景093-公开发布”中的命名、故事、识别任务，面向大学生，构建决策树帮助判断下一步。请用对话脚本输出，并从“成本”角度做重点判断。要求：按影响力排序；包含可执行下一步；最后给出3条可立即执行的下一步。
4694,品牌,品牌策略师,管理层,FAQ,可维护性,多方协作,任务编号 P4694。请扮演品牌策略师。围绕“品牌场景094-多方协作”中的命名、故事、识别任务，面向管理层，生成会议讨论提纲。请用FAQ输出，并从“可维护性”角度做重点判断。要求：必要时提出澄清问题；包含衡量标准；最后给出3条可立即执行的下一步。
4695,品牌,品牌策略师,内容创作者,演讲稿,长期价值,预算有限,任务编号 P4695。请扮演品牌策略师。围绕“品牌场景095-预算有限”中的命名、故事、识别任务，面向内容创作者，写一份面向管理层的简报。请用演讲稿输出，并从“长期价值”角度做重点判断。要求：给出至少一个反例；标注假设和不确定性；最后给出3条可立即执行的下一步。
4696,品牌,品牌策略师,销售团队,编号清单,质量,初创团队,任务编号 P4696。请扮演品牌策略师。围绕“品牌场景096-初创团队”中的命名、故事、识别任务，面向销售团队，写一份面向执行者的操作手册。请用编号清单输出，并从“质量”角度做重点判断。要求：按难易度排序；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
4697,品牌,品牌策略师,教师,对话脚本,用户体验,需要扩张,任务编号 P4697。请扮演品牌策略师。围绕“品牌场景097-需要扩张”中的命名、故事、识别任务，面向教师，建立评估打分表。请用对话脚本输出，并从“用户体验”角度做重点判断。要求：避免虚构事实；避免专业黑话；最后给出3条可立即执行的下一步。
4698,品牌,品牌策略师,本地用户,FAQ,学习曲线,新市场验证,任务编号 P4698。请扮演品牌策略师。围绕“品牌场景098-新市场验证”中的命名、故事、识别任务，面向本地用户，提出自动化改造思路。请用FAQ输出，并从“学习曲线”角度做重点判断。要求：避免专业黑话；用中文输出；最后给出3条可立即执行的下一步。
4699,品牌,品牌策略师,创始人,演讲稿,效率,竞品压力,任务编号 P4699。请扮演品牌策略师。围绕“品牌场景099-竞品压力”中的命名、故事、识别任务，面向创始人，设计用户调研问题。请用演讲稿输出，并从“效率”角度做重点判断。要求：包含衡量标准；兼顾成本和效果；最后给出3条可立即执行的下一步。
4700,品牌,品牌策略师,新手用户,编号清单,风险,准备上线,任务编号 P4700。请扮演品牌策略师。围绕“品牌场景100-准备上线”中的命名、故事、识别任务，面向新手用户，模拟用户反馈并归纳模式。请用编号清单输出，并从“风险”角度做重点判断。要求：提供简短版本和完整版本；避免虚构事实；最后给出3条可立即执行的下一步。
4701,社区,社区运营者,自由职业者,JSON结构,学习曲线,多方协作,任务编号 P4701。请扮演社区运营者。围绕“社区场景001-多方协作”中的规则、活动、留存任务，面向自由职业者，设计30天训练计划。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
4702,社区,社区运营者,设计团队,复盘报告,效率,预算有限,任务编号 P4702。请扮演社区运营者。围绕“社区场景002-预算有限”中的规则、活动、留存任务，面向设计团队，构建决策树帮助判断下一步。请用复盘报告输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
4703,社区,社区运营者,投资人,短视频脚本,风险,初创团队,任务编号 P4703。请扮演社区运营者。围绕“社区场景003-初创团队”中的规则、活动、留存任务，面向投资人，生成会议讨论提纲。请用短视频脚本输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
4704,社区,社区运营者,海外用户,Markdown大纲,增长,需要扩张,任务编号 P4704。请扮演社区运营者。围绕“社区场景004-需要扩张”中的规则、活动、留存任务，面向海外用户，写一份面向管理层的简报。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
4705,社区,社区运营者,专家评审,JSON结构,短期落地,新市场验证,任务编号 P4705。请扮演社区运营者。围绕“社区场景005-新市场验证”中的规则、活动、留存任务，面向专家评审，写一份面向执行者的操作手册。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
4706,社区,社区运营者,大学生,复盘报告,成本,竞品压力,任务编号 P4706。请扮演社区运营者。围绕“社区场景006-竞品压力”中的规则、活动、留存任务，面向大学生，建立评估打分表。请用复盘报告输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
4707,社区,社区运营者,管理层,短视频脚本,可维护性,准备上线,任务编号 P4707。请扮演社区运营者。围绕“社区场景007-准备上线”中的规则、活动、留存任务，面向管理层，提出自动化改造思路。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
4708,社区,社区运营者,内容创作者,Markdown大纲,长期价值,高不确定性,任务编号 P4708。请扮演社区运营者。围绕“社区场景008-高不确定性”中的规则、活动、留存任务，面向内容创作者，设计用户调研问题。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
4709,社区,社区运营者,销售团队,JSON结构,质量,远程协作,任务编号 P4709。请扮演社区运营者。围绕“社区场景009-远程协作”中的规则、活动、留存任务，面向销售团队，模拟用户反馈并归纳模式。请用JSON结构输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
4710,社区,社区运营者,教师,复盘报告,用户体验,个人项目,任务编号 P4710。请扮演社区运营者。围绕“社区场景010-个人项目”中的规则、活动、留存任务，面向教师，生成故障排查路径。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
4711,社区,社区运营者,本地用户,短视频脚本,学习曲线,质量波动,任务编号 P4711。请扮演社区运营者。围绕“社区场景011-质量波动”中的规则、活动、留存任务，面向本地用户，把目标拆成里程碑。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
4712,社区,社区运营者,创始人,Markdown大纲,效率,用户流失,任务编号 P4712。请扮演社区运营者。围绕“社区场景012-用户流失”中的规则、活动、留存任务，面向创始人，提出可复用命名规范。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
4713,社区,社区运营者,新手用户,JSON结构,风险,内部培训,任务编号 P4713。请扮演社区运营者。围绕“社区场景013-内部培训”中的规则、活动、留存任务，面向新手用户，创建风险登记册。请用JSON结构输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
4714,社区,社区运营者,一线执行团队,复盘报告,增长,需要复盘,任务编号 P4714。请扮演社区运营者。围绕“社区场景014-需要复盘”中的规则、活动、留存任务，面向一线执行团队，制定一份可执行方案。请用复盘报告输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
4715,社区,社区运营者,开发团队,短视频脚本,短期落地,时间紧迫,任务编号 P4715。请扮演社区运营者。围绕“社区场景015-时间紧迫”中的规则、活动、留存任务，面向开发团队，列出关键问题并给出优先级。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
4716,社区,社区运营者,客服团队,Markdown大纲,成本,成熟企业,任务编号 P4716。请扮演社区运营者。围绕“社区场景016-成熟企业”中的规则、活动、留存任务，面向客服团队，生成三种风格完全不同的版本。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
4717,社区,社区运营者,家长,JSON结构,可维护性,需要降本,任务编号 P4717。请扮演社区运营者。围绕“社区场景017-需要降本”中的规则、活动、留存任务，面向家长，把复杂内容改写成新手也能懂的说明。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
4718,社区,社区运营者,非技术读者,复盘报告,长期价值,流程混乱,任务编号 P4718。请扮演社区运营者。围绕“社区场景018-流程混乱”中的规则、活动、留存任务，面向非技术读者，设计一个从零到一的工作流。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
4719,社区,社区运营者,中小企业主,短视频脚本,质量,数据不足,任务编号 P4719。请扮演社区运营者。围绕“社区场景019-数据不足”中的规则、活动、留存任务，面向中小企业主，创建检查清单并标注常见坑。请用短视频脚本输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
4720,社区,社区运营者,资深从业者,Markdown大纲,用户体验,公开发布,任务编号 P4720。请扮演社区运营者。围绕“社区场景020-公开发布”中的规则、活动、留存任务，面向资深从业者，模拟专家评审并指出改进点。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
4721,社区,社区运营者,自由职业者,JSON结构,学习曲线,多方协作,任务编号 P4721。请扮演社区运营者。围绕“社区场景021-多方协作”中的规则、活动、留存任务，面向自由职业者，根据目标用户重写表达。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
4722,社区,社区运营者,设计团队,复盘报告,效率,预算有限,任务编号 P4722。请扮演社区运营者。围绕“社区场景022-预算有限”中的规则、活动、留存任务，面向设计团队，提炼核心洞察并给出行动建议。请用复盘报告输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
4723,社区,社区运营者,投资人,短视频脚本,风险,初创团队,任务编号 P4723。请扮演社区运营者。围绕“社区场景023-初创团队”中的规则、活动、留存任务，面向投资人，设计一套可量化指标。请用短视频脚本输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
4724,社区,社区运营者,海外用户,Markdown大纲,增长,需要扩张,任务编号 P4724。请扮演社区运营者。围绕“社区场景024-需要扩张”中的规则、活动、留存任务，面向海外用户，把零散想法整理成结构化大纲。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
4725,社区,社区运营者,专家评审,JSON结构,短期落地,新市场验证,任务编号 P4725。请扮演社区运营者。围绕“社区场景025-新市场验证”中的规则、活动、留存任务，面向专家评审，生成可直接使用的模板。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
4726,社区,社区运营者,大学生,复盘报告,成本,竞品压力,任务编号 P4726。请扮演社区运营者。围绕“社区场景026-竞品压力”中的规则、活动、留存任务，面向大学生，做一次反向推理找出隐藏风险。请用复盘报告输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
4727,社区,社区运营者,管理层,短视频脚本,可维护性,准备上线,任务编号 P4727。请扮演社区运营者。围绕“社区场景027-准备上线”中的规则、活动、留存任务，面向管理层，给出低成本试验方案。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
4728,社区,社区运营者,内容创作者,Markdown大纲,长期价值,高不确定性,任务编号 P4728。请扮演社区运营者。围绕“社区场景028-高不确定性”中的规则、活动、留存任务，面向内容创作者，创建对比表并推荐选择。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
4729,社区,社区运营者,销售团队,JSON结构,质量,远程协作,任务编号 P4729。请扮演社区运营者。围绕“社区场景029-远程协作”中的规则、活动、留存任务，面向销售团队，把长内容压缩成高密度摘要。请用JSON结构输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
4730,社区,社区运营者,教师,复盘报告,用户体验,个人项目,任务编号 P4730。请扮演社区运营者。围绕“社区场景030-个人项目”中的规则、活动、留存任务，面向教师，提出10个创新方向并排序。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
4731,社区,社区运营者,本地用户,短视频脚本,学习曲线,质量波动,任务编号 P4731。请扮演社区运营者。围绕“社区场景031-质量波动”中的规则、活动、留存任务，面向本地用户，设计30天训练计划。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
4732,社区,社区运营者,创始人,Markdown大纲,效率,用户流失,任务编号 P4732。请扮演社区运营者。围绕“社区场景032-用户流失”中的规则、活动、留存任务，面向创始人，构建决策树帮助判断下一步。请用Markdown大纲输出，并从“效率”角度做重点判断。要求：给出至少一个反例；按难易度排序；最后给出3条可立即执行的下一步。
4733,社区,社区运营者,新手用户,JSON结构,风险,内部培训,任务编号 P4733。请扮演社区运营者。围绕“社区场景033-内部培训”中的规则、活动、留存任务，面向新手用户，生成会议讨论提纲。请用JSON结构输出，并从“风险”角度做重点判断。要求：按难易度排序；先给结论再解释；最后给出3条可立即执行的下一步。
4734,社区,社区运营者,一线执行团队,复盘报告,增长,需要复盘,任务编号 P4734。请扮演社区运营者。围绕“社区场景034-需要复盘”中的规则、活动、留存任务，面向一线执行团队，写一份面向管理层的简报。请用复盘报告输出，并从“增长”角度做重点判断。要求：避免虚构事实；给出示例输入输出；最后给出3条可立即执行的下一步。
4735,社区,社区运营者,开发团队,短视频脚本,短期落地,时间紧迫,任务编号 P4735。请扮演社区运营者。围绕“社区场景035-时间紧迫”中的规则、活动、留存任务，面向开发团队，写一份面向执行者的操作手册。请用短视频脚本输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
4736,社区,社区运营者,客服团队,Markdown大纲,成本,成熟企业,任务编号 P4736。请扮演社区运营者。围绕“社区场景036-成熟企业”中的规则、活动、留存任务，面向客服团队，建立评估打分表。请用Markdown大纲输出，并从“成本”角度做重点判断。要求：包含衡量标准；保持中立客观；最后给出3条可立即执行的下一步。
4737,社区,社区运营者,家长,JSON结构,可维护性,需要降本,任务编号 P4737。请扮演社区运营者。围绕“社区场景037-需要降本”中的规则、活动、留存任务，面向家长，提出自动化改造思路。请用JSON结构输出，并从“可维护性”角度做重点判断。要求：提供简短版本和完整版本；适合在一天内开始执行；最后给出3条可立即执行的下一步。
4738,社区,社区运营者,非技术读者,复盘报告,长期价值,流程混乱,任务编号 P4738。请扮演社区运营者。围绕“社区场景038-流程混乱”中的规则、活动、留存任务，面向非技术读者，设计用户调研问题。请用复盘报告输出，并从“长期价值”角度做重点判断。要求：适合在一天内开始执行；必要时提出澄清问题；最后给出3条可立即执行的下一步。
4739,社区,社区运营者,中小企业主,短视频脚本,质量,数据不足,任务编号 P4739。请扮演社区运营者。围绕“社区场景039-数据不足”中的规则、活动、留存任务，面向中小企业主，模拟用户反馈并归纳模式。请用短视频脚本输出，并从“质量”角度做重点判断。要求：给出示例输入输出；输出可直接复制使用；最后给出3条可立即执行的下一步。
4740,社区,社区运营者,资深从业者,Markdown大纲,用户体验,公开发布,任务编号 P4740。请扮演社区运营者。围绕“社区场景040-公开发布”中的规则、活动、留存任务，面向资深从业者，生成故障排查路径。请用Markdown大纲输出，并从“用户体验”角度做重点判断。要求：语言简洁，不说空话；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
4741,社区,社区运营者,自由职业者,JSON结构,学习曲线,多方协作,任务编号 P4741。请扮演社区运营者。围绕“社区场景041-多方协作”中的规则、活动、留存任务，面向自由职业者，把目标拆成里程碑。请用JSON结构输出，并从“学习曲线”角度做重点判断。要求：兼顾成本和效果；按影响力排序；最后给出3条可立即执行的下一步。
4742,社区,社区运营者,设计团队,复盘报告,效率,预算有限,任务编号 P4742。请扮演社区运营者。围绕“社区场景042-预算有限”中的规则、活动、留存任务，面向设计团队，提出可复用命名规范。请用复盘报告输出，并从“效率”角度做重点判断。要求：指出最容易忽略的细节；包含可执行下一步；最后给出3条可立即执行的下一步。
4743,社区,社区运营者,投资人,短视频脚本,风险,初创团队,任务编号 P4743。请扮演社区运营者。围绕“社区场景043-初创团队”中的规则、活动、留存任务，面向投资人，创建风险登记册。请用短视频脚本输出，并从“风险”角度做重点判断。要求：包含可执行下一步；包含衡量标准；最后给出3条可立即执行的下一步。
4744,社区,社区运营者,海外用户,Markdown大纲,增长,需要扩张,任务编号 P4744。请扮演社区运营者。围绕“社区场景044-需要扩张”中的规则、活动、留存任务，面向海外用户，制定一份可执行方案。请用Markdown大纲输出，并从“增长”角度做重点判断。要求：输出可直接复制使用；标注假设和不确定性；最后给出3条可立即执行的下一步。
4745,社区,社区运营者,专家评审,JSON结构,短期落地,新市场验证,任务编号 P4745。请扮演社区运营者。围绕“社区场景045-新市场验证”中的规则、活动、留存任务，面向专家评审，列出关键问题并给出优先级。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：保持中立客观；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
4746,社区,社区运营者,大学生,复盘报告,成本,竞品压力,任务编号 P4746。请扮演社区运营者。围绕“社区场景046-竞品压力”中的规则、活动、留存任务，面向大学生，生成三种风格完全不同的版本。请用复盘报告输出，并从“成本”角度做重点判断。要求：先给结论再解释；避免专业黑话；最后给出3条可立即执行的下一步。
4747,社区,社区运营者,管理层,短视频脚本,可维护性,准备上线,任务编号 P4747。请扮演社区运营者。围绕“社区场景047-准备上线”中的规则、活动、留存任务，面向管理层，把复杂内容改写成新手也能懂的说明。请用短视频脚本输出，并从“可维护性”角度做重点判断。要求：包含失败预案；用中文输出；最后给出3条可立即执行的下一步。
4748,社区,社区运营者,内容创作者,Markdown大纲,长期价值,高不确定性,任务编号 P4748。请扮演社区运营者。围绕“社区场景048-高不确定性”中的规则、活动、留存任务，面向内容创作者，设计一个从零到一的工作流。请用Markdown大纲输出，并从“长期价值”角度做重点判断。要求：用中文输出；兼顾成本和效果；最后给出3条可立即执行的下一步。
4749,社区,社区运营者,销售团队,JSON结构,质量,远程协作,任务编号 P4749。请扮演社区运营者。围绕“社区场景049-远程协作”中的规则、活动、留存任务，面向销售团队，创建检查清单并标注常见坑。请用JSON结构输出，并从“质量”角度做重点判断。要求：标注假设和不确定性；避免虚构事实；最后给出3条可立即执行的下一步。
4750,社区,社区运营者,教师,复盘报告,用户体验,个人项目,任务编号 P4750。请扮演社区运营者。围绕“社区场景050-个人项目”中的规则、活动、留存任务，面向教师，模拟专家评审并指出改进点。请用复盘报告输出，并从“用户体验”角度做重点判断。要求：按影响力排序；包含失败预案；最后给出3条可立即执行的下一步。
4751,社区,社区运营者,本地用户,短视频脚本,学习曲线,质量波动,任务编号 P4751。请扮演社区运营者。围绕“社区场景051-质量波动”中的规则、活动、留存任务，面向本地用户，根据目标用户重写表达。请用短视频脚本输出，并从“学习曲线”角度做重点判断。要求：必要时提出澄清问题；语言简洁，不说空话；最后给出3条可立即执行的下一步。
